plate,experiment,well,row,col,readtime,abs600,neon_top,crim_top
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H4,H,4,7,0.0799,11796,1970
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H5,H,5,7,0.0819,12757,2533
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H6,H,6,7,0.086,13784,1970
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H7,H,7,7,0.0885,13784,2814
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H8,H,8,7,0.0839,13300,3658
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H9,H,9,7,0.0832,15771,3377
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H10,H,10,7,0.0856,14537,2251
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H11,H,11,7,0.0857,12068,2813
PlateC_T6h_Trial3,2024-02_Peffect_Trial3,H12,H,12,7,0.0843,14884,2531
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A1,A,1,3,0.0911,645313,16168
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A2,A,2,3,0.0903,746652,20431
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A3,A,3,3,0.0903,801760,14849
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A4,A,4,3,0.0872,565544,22008
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A5,A,5,3,0.091,423478,16371
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A6,A,6,3,0.0855,393317,14594
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A7,A,7,3,0.0958,165898,113227
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A8,A,8,3,0.1093,481678,127256
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A9,A,9,3,0.1029,214708,142195
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A10,A,10,3,0.1044,112697,226285
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A11,A,11,3,0.097,168302,131202
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,A12,A,12,3,0.1014,718157,19979
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B1,B,1,3,0.0909,704163,14020
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B2,B,2,3,0.0907,568482,17898
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B3,B,3,3,0.0863,497154,25054
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B4,B,4,3,0.0876,409048,16105
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B5,B,5,3,0.0925,619995,19385
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B6,B,6,3,0.0913,476867,19386
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B7,B,7,3,0.0965,238567,141062
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B8,B,8,3,0.1084,780488,21770
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B9,B,9,3,0.0972,82429,170882
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B10,B,10,3,0.1004,203718,138061
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B11,B,11,3,0.0909,12375,49779
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,B12,B,12,3,0.0925,12719,43783
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C1,C,1,3,0.1261,22535,175827
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C2,C,2,3,0.098,21726,274063
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C3,C,3,3,0.1084,24198,311684
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C4,C,4,3,0.1008,27409,261321
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C5,C,5,3,0.097,19561,212974
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C6,C,6,3,0.101,22067,249679
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C7,C,7,3,0.0927,13806,163179
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C8,C,8,3,0.0925,14882,178091
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C9,C,9,3,0.0928,13862,185246
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C10,C,10,3,0.0903,16720,182855
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C11,C,11,3,0.0929,17259,202853
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,C12,C,12,3,0.0875,13330,114831
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D1,D,1,3,0.0886,13604,134823
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D2,D,2,3,0.0985,20375,210908
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D3,D,3,3,0.0923,17936,167320
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D4,D,4,3,0.0944,16997,196274
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D5,D,5,3,0.0926,17064,174185
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D6,D,6,3,0.1064,28433,273553
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D7,D,7,3,0.1011,15228,239237
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D8,D,8,3,0.0945,13473,153023
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D9,D,9,3,0.0988,17127,203140
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D10,D,10,3,0.0926,14557,163157
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D11,D,11,3,0.0909,14291,151802
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,D12,D,12,3,0.0927,15233,146899
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E1,E,1,3,0.0934,888950,2682
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E2,E,2,3,0.0967,1003897,2087
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E3,E,3,3,0.1001,1056182,4175
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E4,E,4,3,0.0994,831836,2684
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E5,E,5,3,0.1027,1187107,3280
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E6,E,6,3,0.1013,771351,4176
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E7,E,7,3,0.1018,465050,2387
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E8,E,8,3,0.1004,553039,2685
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E9,E,9,3,0.1,426732,2088
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E10,E,10,3,0.1003,386633,2088
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E11,E,11,3,0.1028,464549,4176
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,E12,E,12,3,0.0984,321059,2387
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F1,F,1,3,0.0988,631996,1790
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F2,F,2,3,0.0997,894533,2088
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F3,F,3,3,0.1028,1037055,2684
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F4,F,4,3,0.1038,948311,2983
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F5,F,5,3,0.0824,10024,3282
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F6,F,6,3,0.0813,10429,1491
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F7,F,7,3,0.1035,513842,2386
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F8,F,8,3,0.1045,548772,3579
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F9,F,9,3,0.1114,620678,4771
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F10,F,10,3,0.0822,10772,2685
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F11,F,11,3,0.0833,12457,2385
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,F12,F,12,3,0.0846,10291,3278
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G1,G,1,3,0.0802,10422,4171
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G2,G,2,3,0.0765,11261,2087
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G3,G,3,3,0.0801,10770,3876
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G4,G,4,3,0.0824,11369,4472
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G5,G,5,3,0.0807,9686,3578
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G6,G,6,3,0.0837,10898,2981
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G7,G,7,3,0.081,8600,1491
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G8,G,8,3,0.0816,10502,4174
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G9,G,9,3,0.0811,10427,1789
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G10,G,10,3,0.0831,12189,2981
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G11,G,11,3,0.0853,11176,1491
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,G12,G,12,3,0.0858,11646,3578
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H1,H,1,3,0.0811,12055,1789
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H2,H,2,3,0.0788,10292,1789
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H3,H,3,3,0.077,10496,2386
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H4,H,4,3,0.0788,10429,3578
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H5,H,5,3,0.0794,11505,2981
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H6,H,6,3,0.0806,9686,2981
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H7,H,7,3,0.0825,9821,2087
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H8,H,8,3,0.0858,9548,2683
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H9,H,9,3,0.0839,9956,3278
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H10,H,10,3,0.0868,10498,3280
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H11,H,11,3,0.0837,12328,2384
PlateD_T24h_read3d_Trial3,2024-02_Peffect_Trial3,H12,H,12,3,0.0829,12190,3276
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A1,A,1,7,0.1105,294370,8535
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A2,A,2,7,0.1181,248545,11460
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A3,A,3,7,0.1166,253413,14367
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A4,A,4,7,0.0922,175497,14678
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A5,A,5,7,0.0993,262167,19586
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A6,A,6,7,0.1203,181258,9799
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A7,A,7,7,0.1165,93670,70628
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A8,A,8,7,0.1138,60319,80749
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A9,A,9,7,0.0967,77939,56246
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A10,A,10,7,0.1004,139131,42984
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A11,A,11,7,0.1072,142648,30871
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,A12,A,12,7,0.1075,32998,60591
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B1,B,1,7,0.0965,188892,9527
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B2,B,2,7,0.0941,197807,17031
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B3,B,3,7,0.1128,454278,10102
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B4,B,4,7,0.111,382892,9525
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B5,B,5,7,0.1067,322346,22222
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B6,B,6,7,0.0964,257543,8948
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B7,B,7,7,0.1004,169290,10679
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B8,B,8,7,0.1039,89550,53109
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B9,B,9,7,0.1085,256125,89749
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B10,B,10,7,0.1157,119421,47609
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B11,B,11,7,0.1339,134460,147394
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,B12,B,12,7,0.1113,67199,74666
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C1,C,1,7,0.1027,40466,182228
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C2,C,2,7,0.1194,25928,266077
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C3,C,3,7,0.1321,30244,346097
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C4,C,4,7,0.1426,40912,287277
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C5,C,5,7,0.123,67513,245986
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C6,C,6,7,0.1296,34770,178129
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C7,C,7,7,0.0997,16071,77080
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C8,C,8,7,0.1122,13774,123565
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C9,C,9,7,0.1064,14247,98155
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C10,C,10,7,0.1043,16273,115489
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C11,C,11,7,0.0985,13639,85743
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,C12,C,12,7,0.0878,11007,62948
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D1,D,1,7,0.0949,34579,168639
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D2,D,2,7,0.124,47349,288209
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D3,D,3,7,0.1246,32358,259334
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D4,D,4,7,0.1352,43703,233311
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D5,D,5,7,0.1132,29450,300613
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D6,D,6,7,0.1143,27824,385536
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D7,D,7,7,0.1117,17694,220027
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D8,D,8,7,0.0849,13305,61214
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D9,D,9,7,0.0886,12967,65546
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D10,D,10,7,0.0901,14317,75921
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D11,D,11,7,0.0859,14185,101885
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,D12,D,12,7,0.103,11616,89153
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E1,E,1,7,0.076,11282,3461
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E2,E,2,7,0.075,12835,1732
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E3,E,3,7,0.078,10270,2887
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E4,E,4,7,0.0745,12700,3176
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E5,E,5,7,0.0777,13243,4620
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E6,E,6,7,0.0776,10474,1733
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E7,E,7,7,0.08,12232,2310
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E8,E,8,7,0.0792,10543,3177
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E9,E,9,7,0.0792,12026,2310
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E10,E,10,7,0.0802,10944,3176
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E11,E,11,7,0.0804,11218,2888
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,E12,E,12,7,0.0851,10813,3177
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F1,F,1,7,0.0971,222106,2888
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F2,F,2,7,0.0902,308687,2311
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F3,F,3,7,0.0869,295462,1155
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F4,F,4,7,0.0891,388062,1733
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F5,F,5,7,0.0898,353079,2888
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F6,F,6,7,0.085,304313,2888
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F7,F,7,7,0.0936,179448,3466
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F8,F,8,7,0.0959,161365,5199
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F9,F,9,7,0.0993,123273,4909
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F10,F,10,7,0.0952,109013,4043
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F11,F,11,7,0.089,88875,3464
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,F12,F,12,7,0.1097,303908,4040
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G1,G,1,7,0.0856,259105,2596
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G2,G,2,7,0.0897,435895,3464
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G3,G,3,7,0.0893,547884,1444
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G4,G,4,7,0.0888,453348,3466
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G5,G,5,7,0.0921,367205,2599
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G6,G,6,7,0.0895,572681,2600
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G7,G,7,7,0.097,307402,3755
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G8,G,8,7,0.094,199438,2888
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G9,G,9,7,0.0945,197950,4910
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G10,G,10,7,0.0957,128756,4044
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G11,G,11,7,0.0878,92463,2022
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,G12,G,12,7,0.0945,186859,3755
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H1,H,1,7,0.076,8921,1444
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H2,H,2,7,0.0763,8515,2022
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H3,H,3,7,0.0819,10068,1444
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H4,H,4,7,0.0797,10206,3178
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H5,H,5,7,0.0795,10477,2600
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H6,H,6,7,0.0788,9665,2022
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H7,H,7,7,0.0878,13179,3178
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H8,H,8,7,0.0842,11422,1155
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H9,H,9,7,0.0819,11692,2022
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H10,H,10,7,0.0842,13179,1444
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H11,H,11,7,0.0832,12300,1733
PlateE_T24h_Trial3,2024-02_Peffect_Trial3,H12,H,12,7,0.0812,11693,3464
