experiment,plate,row,col,protect,path,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-06-07_ccpwn,ccpwn001_a,B,11,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,C,11,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,D,11,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,E,11,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,F,11,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,G,11,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,H,11,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,A,12,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,B,12,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,C,12,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,D,12,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,E,12,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,F,12,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,G,12,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,H,12,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,1,CHAO,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,1,CHAO,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,1,CHAO,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,1,CHAO,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,1,CHAO,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,1,CHAO,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,G,1,CHAO,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,H,1,CHAO,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,2,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,2,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,2,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,2,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,2,CH267,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,2,CH267,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,G,2,CH267,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,H,2,CH267,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,3,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,3,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,3,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,3,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,3,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,3,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,G,3,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,H,3,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,4,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,4,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,4,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,4,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,4,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,4,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,G,4,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,H,4,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,5,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,5,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,5,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,5,PF5,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,5,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,5,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,G,5,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,H,5,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,A,6,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,B,6,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,C,6,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,D,6,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,E,6,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_b,F,6,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
